to_chuc_xhtn,ngay_cong_bo,ngay_cong_bo_dt,to_chuc_phat_hanh,thang_diem,loai_hinh_chuan,linh_vuc,loai_xhtn_chuan,hanh_dong_chuan,bac_xhtn_chuan,bac_thu_tu,trien_vong_chuan,da_het_hieu_luc,theo_doi_ngan_han,bao_mat,phi_tren_5pc,ghi_chu_bac,ma_trai_phieu,ky_han,loai_rating_goc,bao_cao_vi,bao_cao_en,bao_cao_chi_tiet,link_to_chuc_phat_hanh,issuer_id,loai_hinh_goc,loai_y_kien_goc,trang_thai_goc,bac_xhtn_goc,trien_vong_goc,thoi_gian_scrape,file_nguon
Saigon Ratings,16/07/2026,2026-07-16,Công ty Cổ phần Vinhomes,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,AA+,2.0,Ổn định,False,False,False,False,,VHM12615,,,https://saigonratings.com/xhtntp-vhm12615-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnAA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,15/07/2026,2026-07-15,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Quốc gia,,Ngân hàng,Tổ chức phát hành,Cập nhật,A+,5.0,Ổn định,False,False,False,False,,,,,https://cms.fiinratings.vn//UploadFile/15-07-2026/VN_FiinRatings_VIB_Issuer_Surv04_2026_07_signed.pdf,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-qaoc-te-viet-naa-id4062.html,4062.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,A+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,15/07/2026,2026-07-15,Công ty Cổ phần Đầu tư Năm Bảy Bảy,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,,,,False,False,True,False,,,,,https://saigonratings.com/xhtn-577-2026/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,14/07/2026,2026-07-14,Công ty TNHH Xây dựng Hạ tầng Crystal,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,BB+,11.0,Ổn định,False,False,False,False,,CIC12601,,,https://saigonratings.com/xhtntp-cic12601-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Fitch Ratings,13/07/2026,2026-07-13,Ho Chi Minh City Development Joint Stock Commercial Bank,Quốc tế,,,Tổ chức phát hành,Lần đầu,BB-,13.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/ho-chi-minh-city-development-joint-stock-commercial-bank-97909597,97909597.0,,Tổ chức phát hành,New Rating,BB-,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Saigon Ratings,09/07/2026,2026-07-09,Công ty TNHH Xây dựng Hạ tầng Crystal,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BB,12.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-crystal-2026/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,08/07/2026,2026-07-08,Công ty Cổ phần Vinhomes,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,AA+,2.0,Ổn định,False,False,False,False,,VHM12614,,,https://saigonratings.com/xhtntp-vhm12614-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnAA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,08/07/2026,2026-07-08,Công ty Cổ phần Vinhomes,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,AA+,2.0,Ổn định,False,False,False,False,,VHM12613,,,https://saigonratings.com/xhtntp-vhm12613-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnAA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,01/07/2026,2026-07-01,Công ty Cổ phần Chứng khoán AIS,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Cập nhật,A-,7.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-chung-khoan-ais-01072026.167.html,https://visrating.com/rating-results/report/rating-announcement-ais-securities-01072026.167.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-ais.18.html,18.0,Định chế tài chính,Doanh nghiệp,Cập nhật,A-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,30/06/2026,2026-06-30,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Quốc gia,,Bất động sản,Tổ chức phát hành,Cập nhật,BBB-,10.0,Ổn định,False,False,False,False,,,,,https://cms.fiinratings.vn//UploadFile/30-06-2026/%5BVN%5DFiinRatings_Bao_cao_cap_nhat_XHTN_DIC_30062026.pdf,,,https://fiinratings.vn/vi/ratings-fr/tong-cong-ty-co-phan-daa-tu-phat-trien-xay-dung-id2623.html,2623.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,30/06/2026,2026-06-30,Công Ty Cổ phần Địa Ốc Phú Long,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,,,,False,False,True,False,,,,,,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,30/06/2026,2026-06-30,Công ty Cổ phần Chứng khoán Rồng Việt (VDS),Quốc gia,,Chứng khoán,Tổ chức phát hành,Giám sát,BBB,9.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/ket-qua-giam-sat-xep-hang-cong-ty-co-phan-chung-khoan-rong-viet-vds/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,30/06/2026,2026-06-30,Công ty Cổ phần Đầu tư Hà Phú Riverland,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,,,,False,False,True,False,,,,,https://saigonratings.com/gsxh6t-haphu-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,30/06/2026,2026-06-30,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TPHCM (CII),Quốc gia,,Hạ tầng kỹ thuật,Công cụ nợ,Giám sát,AA-,4.0,Ổn định,False,False,False,False,,CII12504,,,https://saigonratings.com/gsxhtp6t-cii12504-2026/,,,,,,Công cụ nợ,Giám sát Xếp hạng,vnAA-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,30/06/2026,2026-06-30,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TPHCM (CII),Quốc gia,,Hạ tầng kỹ thuật,Công cụ nợ,Giám sát,A+,5.0,Ổn định,False,False,False,False,,CII12503,,,https://saigonratings.com/gsxhtp6t-cii12503-2026/,,,,,,Công cụ nợ,Giám sát Xếp hạng,vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,30/06/2026,2026-06-30,Công ty Cổ phần Đầu tư Phong Phú,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,,,,False,False,True,False,,,,,https://saigonratings.com/gsxh6t-phongphu-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
TMR,30/06/2026,2026-06-30,Công ty Cổ phần Thủy điện Hương Điền,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Lần đầu,A+,5.0,Ổn định,False,False,False,False,,,,,https://tmr.vn/wp-content/uploads/2026/07/Huong-Dien_XHTN-lan-dau_Tochucphathanh.pdf,,,,,Doanh nghiệp,Tổ chức phát hành,Xếp hạng lần đầu,A+,Ổn định,2026-09-20 08:47:54,tmr_xhtn_20260920.csv
Saigon Ratings,29/06/2026,2026-06-29,Công ty Cổ phần Dịch vụ Điện tử Việt,Quốc gia,,Dịch vụ cho thuê Bất động sản,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-dientuviet-2026/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,29/06/2026,2026-06-29,Công ty Cổ phần Phát triển Bất động sản Hưng Long,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,BB,12.0,Ổn định,False,False,False,False,,HUL32601,,,https://saigonratings.com/xhtntp-hul32601-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,29/06/2026,2026-06-29,Công ty Cổ phần Phát triển Khu Công nghệ Thông tin Đà Nẵng,Quốc gia,,Cho thuê Bất động sản,Công cụ nợ,Lần đầu,B,15.0,Ổn định,False,False,False,False,,DIT32601,,,https://saigonratings.com/xhtn-dit32601-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,29/06/2026,2026-06-29,Công ty Cổ phần Phát triển Khu Công nghệ Thông tin Đà Nẵng,Quốc gia,,Cho thuê Bất động sản,Tổ chức phát hành,Lần đầu,B,15.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-ditp-2026/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,29/06/2026,2026-06-29,Công ty TNHH Parkland 53,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,BB-,13.0,Ổn định,False,False,False,False,,P5332601,,,https://saigonratings.com/xhtntp-p5332601-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
TMR,29/06/2026,2026-06-29,Công ty Cổ phần Phát triển điện Nậm Chiến,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Cập nhật,A,6.0,Ổn định,False,False,False,False,,,,,https://tmr.vn/wp-content/uploads/2026/06/Nam-Chien_Cap-nhat-XHTN_Tochucphathanh.pdf,,,,,Doanh nghiệp,Tổ chức phát hành,Cập nhật kết quả XHTN,A,Ổn định,2026-09-20 08:47:54,tmr_xhtn_20260920.csv
TMR,29/06/2026,2026-06-29,Công ty Cổ phần Thủy điện Sông Quang,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Cập nhật,A-,7.0,Ổn định,False,False,False,False,,,,,https://tmr.vn/wp-content/uploads/2026/06/Song-Quang_Cap-nhat-XHTN_Tochucphathanh.pdf,,,,,Doanh nghiệp,Tổ chức phát hành,Cập nhật kết quả XHTN,A-,Ổn định,2026-09-20 08:47:54,tmr_xhtn_20260920.csv
S&I Ratings,27/06/2026,2026-06-27,Công ty TNHH Mặt Trời Vũng Tàu,Quốc gia,Doanh nghiệp,Bất động sản,Công cụ nợ,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,,,,https://sni-rating.s3.ap-southeast-1.amazonaws.com/wp-content/uploads/2026/06/29163503/SVT-Public-Scan-1.pdf,,,https://sniratings.com.vn/?rating=cong-ty-tnhh-mat-troi-vung-tau,5793.0,Doanh nghiệp,Công cụ nợ,Lần đầu,A-,Ổn định,2026-09-20 08:47:55,sniratings_xhtn_20260920.csv
Saigon Ratings,27/06/2026,2026-06-27,Công ty Cổ phần Tổng Công ty Đầu tư và Quản lý Tài sản HD,Quốc gia,,Dịch vụ mua bán nợ,Tổ chức phát hành,Giám sát,BBB,9.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-hdamc-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,26/06/2026,2026-06-26,Công ty Cổ phần Vinhomes,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,AA+,2.0,Ổn định,False,False,False,False,,VHM12612,,,https://saigonratings.com/xhtntp-vhm12612-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnAA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,26/06/2026,2026-06-26,Công ty TNHH Hưng Phát Invest Hà Nội,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,BB+,11.0,Ổn định,False,False,False,False,,IHP32602,,,https://saigonratings.com/xhtntp-ihp32602-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,26/06/2026,2026-06-26,Công ty TNHH Hưng Phát Invest Hà Nội,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,BB+,11.0,Ổn định,False,False,False,False,,IHP12601,,,https://saigonratings.com/xhtntp-ihp12601-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,25/06/2026,2026-06-25,Công ty Cổ Phần Dược Aikya,Quốc gia,,Dược phẩm và Y tế,Tổ chức phát hành,Cập nhật,BBB,9.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-duoc-aikya-id6760.html,6760.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Fitch Ratings,25/06/2026,2026-06-25,Viet Capital Commercial Joint Stock Bank,Quốc tế,,,Tổ chức phát hành,Lần đầu,B+,14.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/viet-capital-commercial-joint-stock-bank-97890589,97890589.0,,Tổ chức phát hành,New Rating,B+,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Saigon Ratings,25/06/2026,2026-06-25,Công ty Cổ phần Phát triển Bất động sản Hưng Long,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BB,12.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-hunglong-2026/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,25/06/2026,2026-06-25,Công ty TNHH Parkland 53,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BB-,13.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-parkland53-2026/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
TMR,25/06/2026,2026-06-25,Công ty Cổ phần Bất động sản Bcons PS,Quốc gia,Doanh nghiệp,,Công cụ nợ,Lần đầu,BBB-,10.0,Ổn định,False,False,False,False,,BPS12602,,,https://tmr.vn/wp-content/uploads/2026/06/Bcons-PS_XHTN-lan-dau_Congcuno.pdf,,,,,Doanh nghiệp,Công cụ nợ,Xếp hạng lần đầu,BBB-,Ổn định,2026-09-20 08:47:54,tmr_xhtn_20260920.csv
VIS Rating,24/06/2026,2026-06-24,Công ty Cổ phần Nước Aqua One,Quốc gia,Doanh nghiệp,,Công cụ nợ,Giám sát,BBB+,8.0,Ổn định,False,False,False,False,,AQ112501,Dài hạn,,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-nuoc-aqua-one.33.html,33.0,Doanh nghiệp,Công cụ nợ,Giám sát theo dõi,BBB+,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,24/06/2026,2026-06-24,Công ty Cổ phần Nước Aqua One,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Giám sát,BBB+,8.0,Ổn định,False,False,False,False,,,Dài hạn,,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-nuoc-aqua-one.33.html,33.0,Doanh nghiệp,Doanh nghiệp,Giám sát theo dõi,BBB+,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,24/06/2026,2026-06-24,Công ty Cổ phần Tập đoàn Trường Hải,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Giám sát,A-,7.0,Ổn định,False,False,False,False,,,Dài hạn,,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-truong-hai.41.html,41.0,Doanh nghiệp,Doanh nghiệp,Giám sát theo dõi,A-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,24/06/2026,2026-06-24,Công ty TNHH Đầu tư StarBay Hà Nội,Quốc gia,Doanh nghiệp,,Công cụ nợ,Lần đầu,BB-,13.0,Ổn định,False,False,False,False,,STA12601,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-24062026.165.html,https://visrating.com/rating-results/report/rating-announcement-24062026.165.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-tnhh-dau-tu-starbay-ha-noi.49.html,49.0,Doanh nghiệp,Công cụ nợ,Xếp hạng lần đầu,BB-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,23/06/2026,2026-06-23,Công ty TNHH Verdant Vietnam Bravo,Quốc gia,,Điện,Công cụ nợ,Lần đầu,AAA,1.0,Ổn định,False,False,False,False,,VEB12601,,,https://cms.fiinratings.vn//UploadFile/23-06-2026/VI_VerdantBravo_Bond_Rating_Jun2026_signed.pdf,https://cms.fiinratings.vn//UploadFile/23-06-2026/EN_VerdantBravo_Bond_Rating_Jun2026_signed.pdf,,https://fiinratings.vn/vi/ratings-fr/cong-ty-tnhh-verdant-vietnaa-bravo-id2347099.html,2347099.0,,XHTN Công cụ nợ,XHTN Lần đầu,AAA,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,23/06/2026,2026-06-23,Công ty TNHH Verdant Vietnam Crystal,Quốc gia,,Điện,Công cụ nợ,Lần đầu,AAA,1.0,Ổn định,False,False,False,False,,VEV12601,,,https://cms.fiinratings.vn//UploadFile/23-06-2026/VI_VerdantCrystal_Bond_Rating_Jun2026_signed.pdf,https://cms.fiinratings.vn//UploadFile/23-06-2026/EN_VerdantCrystal_Bond_Rating_Jun2026_signed.pdf,,https://fiinratings.vn/vi/ratings-fr/cong-ty-tnhh-verdant-vietnaa-crystal-id2625381.html,2625381.0,,XHTN Công cụ nợ,XHTN Lần đầu,AAA,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,23/06/2026,2026-06-23,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Quốc gia,,Bảo hiểm nhân thọ,Tổ chức phát hành,Giám sát,,,,True,False,True,False,,,,,https://saigonratings.com/gsxh-phl-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,23/06/2026,2026-06-23,Công ty Cổ phần VinaLiving Holdings,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Giám sát,BBB+,8.0,Ổn định,False,False,False,False,,,Dài hạn,,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-vinaliving-holdings.40.html,40.0,Doanh nghiệp,Doanh nghiệp,Giám sát theo dõi,BBB+,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,23/06/2026,2026-06-23,Công ty TNHH Đầu tư StarBay Hà Nội,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Lần đầu,BB-,13.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-starbay-23062026.159.html,https://visrating.com/rating-results/report/rating-announcement-starbay-23062026.159.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-tnhh-dau-tu-starbay-ha-noi.49.html,49.0,Doanh nghiệp,Doanh nghiệp,Xếp hạng lần đầu,BB-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
Saigon Ratings,22/06/2026,2026-06-22,Công ty Cổ phần Vinhomes,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,AA+,2.0,Ổn định,False,False,False,False,,VHM12611,,,https://saigonratings.com/xhtntp-vhm12611-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnAA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,19/06/2026,2026-06-19,Công ty Cổ phần Phát triển Thành phố Xanh,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,A+,5.0,Ổn định,False,False,False,False,,TPX12601,,,https://saigonratings.com/xhtntp-tpx12601-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,19/06/2026,2026-06-19,Công ty Cổ phần Đô thị Du lịch Cần Giờ,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,AA-,4.0,Ổn định,False,False,False,False,,CGT12601,,,https://saigonratings.com/xhtntp-cgt12601-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnAA-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,18/06/2026,2026-06-18,Công ty TNHH Đầu tư và Phát triển Bất động sản Phát Đạt,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BB+,11.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-phatdat-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,17/06/2026,2026-06-17,Công ty Cổ phần Vinhomes,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,AA+,2.0,Ổn định,False,False,False,False,,VHM12610,,,https://saigonratings.com/xhtntp-vhm12610-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnAA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,17/06/2026,2026-06-17,Công ty Cổ phần Vinhomes,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,AA+,2.0,Ổn định,False,False,False,False,,VHM12609,,,https://saigonratings.com/xhtntp-vhm12609-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnAA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,17/06/2026,2026-06-17,Công ty Cổ phần Vinhomes,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,AA+,2.0,Ổn định,False,False,False,False,,VHM12608,,,https://saigonratings.com/xhtntp-vhm12608-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnAA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,17/06/2026,2026-06-17,Công ty Cổ phần Vinhomes,Quốc gia,,Phát triển Bất động sản,Công cụ nợ,Lần đầu,AA+,2.0,Ổn định,False,False,False,False,,VHM12607,,,https://saigonratings.com/xhtntp-vhm12607-2026/,,,,,,Công cụ nợ,Xếp hạng lần đầu,vnAA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,17/06/2026,2026-06-17,Công ty Cổ phần Chứng khoán BIDV,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Giám sát,A+,5.0,Ổn định,False,False,False,False,,,Dài hạn,,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-bidv.39.html,39.0,Định chế tài chính,Doanh nghiệp,Giám sát theo dõi,A+,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
Fitch Ratings,16/06/2026,2026-06-16,Vietnam,Quốc tế,,,Tổ chức phát hành,Giữ nguyên,BB+,11.0,Ổn định,False,False,False,False,,,Dài hạn,Long Term Issuer Default Rating,,,,https://www.fitchratings.com/entity/vietnam-80442269,80442269.0,,Tổ chức phát hành,Affirmed,BB+,Stable,2026-09-20 08:48:11,fitch_xhtn_20260920.csv
Saigon Ratings,16/06/2026,2026-06-16,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Quốc gia,,Dịch vụ - Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BBB-,10.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-khg-2026/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,16/06/2026,2026-06-16,Công ty Cổ phần Chứng khoán Thiên Việt,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Giám sát,A-,7.0,Ổn định,False,False,False,False,,,Dài hạn,,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-cp-phan-chung-khoan-thien-viet.36.html,36.0,Định chế tài chính,Doanh nghiệp,Giám sát theo dõi,A-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,16/06/2026,2026-06-16,Công ty TNHH Greenland Phố Hoa,Quốc gia,Doanh nghiệp,,Công cụ nợ,Lần đầu,A,6.0,Ổn định,False,False,False,False,,GPH12601,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-16062026.156.html,https://visrating.com/rating-results/report/rating-announcement-16062026.156.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-tnhh-greenland-pho-hoa.48.html,48.0,Doanh nghiệp,Công cụ nợ,Xếp hạng lần đầu,A,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,16/06/2026,2026-06-16,Công ty TNHH Greenland Phố Hoa,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Lần đầu,BB-,13.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-greenland-pho-hoa-16062026.155.html,https://visrating.com/rating-results/report/rating-announcement-greenland-pho-hoa-16062026.155.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-tnhh-greenland-pho-hoa.48.html,48.0,Doanh nghiệp,Doanh nghiệp,Xếp hạng lần đầu,BB-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
